date_key,full_date,year,quarter,month,day,day_of_week
20210911,2021-09-11,2021,3,9,11,Saturday
20220326,2022-03-26,2022,1,3,26,Saturday
20231101,2023-11-01,2023,4,11,1,Wednesday
20220629,2022-06-29,2022,2,6,29,Wednesday
20220921,2022-09-21,2022,3,9,21,Wednesday
20230426,2023-04-26,2023,2,4,26,Wednesday
20211214,2021-12-14,2021,4,12,14,Tuesday
20210414,2021-04-14,2021,2,4,14,Wednesday
20211213,2021-12-13,2021,4,12,13,Monday
20211211,2021-12-11,2021,4,12,11,Saturday
20211212,2021-12-12,2021,4,12,12,Sunday
20231102,2023-11-02,2023,4,11,2,Thursday
20211216,2021-12-16,2021,4,12,16,Thursday
20230427,2023-04-27,2023,2,4,27,Thursday
20220922,2022-09-22,2022,3,9,22,Thursday
20230112,2023-01-12,2023,1,1,12,Thursday
20210415,2021-04-15,2021,2,4,15,Thursday
20210707,2021-07-07,2021,3,7,7,Wednesday
20220712,2022-07-12,2022,3,7,12,Tuesday
20220323,2022-03-23,2022,1,3,23,Wednesday
20210709,2021-07-09,2021,3,7,9,Friday
20220424,2022-04-24,2022,2,4,24,Sunday
20220422,2022-04-22,2022,2,4,22,Friday
20220415,2022-04-15,2022,2,4,15,Friday
20220308,2022-03-08,2022,1,3,8,Tuesday
20220420,2022-04-20,2022,2,4,20,Wednesday
20220412,2022-04-12,2022,2,4,12,Tuesday
20220407,2022-04-07,2022,2,4,7,Thursday
20210629,2021-06-29,2021,2,6,29,Tuesday
20211209,2021-12-09,2021,4,12,9,Thursday
20211206,2021-12-06,2021,4,12,6,Monday
20211204,2021-12-04,2021,4,12,4,Saturday
20211208,2021-12-08,2021,4,12,8,Wednesday
20211201,2021-12-01,2021,4,12,1,Wednesday
20211210,2021-12-10,2021,4,12,10,Friday
20211207,2021-12-07,2021,4,12,7,Tuesday
20211205,2021-12-05,2021,4,12,5,Sunday
20220321,2022-03-21,2022,1,3,21,Monday
20220310,2022-03-10,2022,1,3,10,Thursday
20220324,2022-03-24,2022,1,3,24,Thursday
20220225,2022-02-25,2022,1,2,25,Friday
20220317,2022-03-17,2022,1,3,17,Thursday
20220325,2022-03-25,2022,1,3,25,Friday
20220322,2022-03-22,2022,1,3,22,Tuesday
20220316,2022-03-16,2022,1,3,16,Wednesday
20210413,2021-04-13,2021,2,4,13,Tuesday
20210805,2021-08-05,2021,3,8,5,Thursday
20220320,2022-03-20,2022,1,3,20,Sunday
20220309,2022-03-09,2022,1,3,9,Wednesday
20220314,2022-03-14,2022,1,3,14,Monday
20220305,2022-03-05,2022,1,3,5,Saturday
20210910,2021-09-10,2021,3,9,10,Friday
20210909,2021-09-09,2021,3,9,9,Thursday
20211127,2021-11-27,2021,4,11,27,Saturday
20211203,2021-12-03,2021,4,12,3,Friday
20211124,2021-11-24,2021,4,11,24,Wednesday
20210701,2021-07-01,2021,3,7,1,Thursday
20210903,2021-09-03,2021,3,9,3,Friday
20210708,2021-07-08,2021,3,7,8,Thursday
20210823,2021-08-23,2021,3,8,23,Monday
20210906,2021-09-06,2021,3,9,6,Monday
20210907,2021-09-07,2021,3,9,7,Tuesday
20210706,2021-07-06,2021,3,7,6,Tuesday
20210702,2021-07-02,2021,3,7,2,Friday
20210902,2021-09-02,2021,3,9,2,Thursday
20210829,2021-08-29,2021,3,8,29,Sunday
20210705,2021-07-05,2021,3,7,5,Monday
20210905,2021-09-05,2021,3,9,5,Sunday
20210626,2021-06-26,2021,2,6,26,Saturday
20210416,2021-04-16,2021,2,4,16,Friday
20210704,2021-07-04,2021,3,7,4,Sunday
20210703,2021-07-03,2021,3,7,3,Saturday
20210811,2021-08-11,2021,3,8,11,Wednesday
20210908,2021-09-08,2021,3,9,8,Wednesday
20210625,2021-06-25,2021,2,6,25,Friday
20210630,2021-06-30,2021,2,6,30,Wednesday
20210901,2021-09-01,2021,3,9,1,Wednesday
20190521,2019-05-21,2019,2,5,21,Tuesday
20200121,2020-01-21,2020,1,1,21,Tuesday
20210226,2021-02-26,2021,1,2,26,Friday
20210309,2021-03-09,2021,1,3,9,Tuesday
20210331,2021-03-31,2021,1,3,31,Wednesday
20210406,2021-04-06,2021,2,4,6,Tuesday
20210409,2021-04-09,2021,2,4,9,Friday
20210412,2021-04-12,2021,2,4,12,Monday
20210410,2021-04-10,2021,2,4,10,Saturday
20210411,2021-04-11,2021,2,4,11,Sunday
20210401,2021-04-01,2021,2,4,1,Thursday
20210408,2021-04-08,2021,2,4,8,Thursday
20210405,2021-04-05,2021,2,4,5,Monday
20210320,2021-03-20,2021,1,3,20,Saturday
20210404,2021-04-04,2021,2,4,4,Sunday
20210328,2021-03-28,2021,1,3,28,Sunday
20210402,2021-04-02,2021,2,4,2,Friday
20160416,2016-04-16,2016,2,4,16,Saturday
20210325,2021-03-25,2021,1,3,25,Thursday
20200415,2020-04-15,2020,2,4,15,Wednesday
20210828,2021-08-28,2021,3,8,28,Saturday
20210407,2021-04-07,2021,2,4,7,Wednesday
20240913,2024-09-13,2024,3,9,13,Friday
20210619,2021-06-19,2021,2,6,19,Saturday
20220425,2022-04-25,2022,2,4,25,Monday
20210827,2021-08-27,2021,3,8,27,Friday
20210622,2021-06-22,2021,2,6,22,Tuesday
20210904,2021-09-04,2021,3,9,4,Saturday
20210417,2021-04-17,2021,2,4,17,Saturday
20210627,2021-06-27,2021,2,6,27,Sunday
20210628,2021-06-28,2021,2,6,28,Monday
20210824,2021-08-24,2021,3,8,24,Tuesday
20210725,2021-07-25,2021,3,7,25,Sunday
20210830,2021-08-30,2021,3,8,30,Monday
20210330,2021-03-30,2021,1,3,30,Tuesday
20211217,2021-12-17,2021,4,12,17,Friday
20210912,2021-09-12,2021,3,9,12,Sunday
20190417,2019-04-17,2019,2,4,17,Wednesday
20210324,2021-03-24,2021,1,3,24,Wednesday
20220421,2022-04-21,2022,2,4,21,Thursday
20210203,2021-02-03,2021,1,2,3,Wednesday
20210327,2021-03-27,2021,1,3,27,Saturday
20210321,2021-03-21,2021,1,3,21,Sunday
20210329,2021-03-29,2021,1,3,29,Monday
20220219,2022-02-19,2022,1,2,19,Saturday
20211118,2021-11-18,2021,4,11,18,Thursday
20211202,2021-12-02,2021,4,12,2,Thursday
20220312,2022-03-12,2022,1,3,12,Saturday
20220227,2022-02-27,2022,1,2,27,Sunday
20241005,2024-10-05,2024,4,10,5,Saturday
20220311,2022-03-11,2022,1,3,11,Friday
20211129,2021-11-29,2021,4,11,29,Monday
20220315,2022-03-15,2022,1,3,15,Tuesday
20220319,2022-03-19,2022,1,3,19,Saturday
20220318,2022-03-18,2022,1,3,18,Friday
20210418,2021-04-18,2021,2,4,18,Sunday
20220214,2022-02-14,2022,1,2,14,Monday
20220216,2022-02-16,2022,1,2,16,Wednesday
20220217,2022-02-17,2022,1,2,17,Thursday
20220218,2022-02-18,2022,1,2,18,Friday
20220215,2022-02-15,2022,1,2,15,Tuesday
20220203,2022-02-03,2022,1,2,3,Thursday
20230111,2023-01-11,2023,1,1,11,Wednesday
20221219,2022-12-19,2022,4,12,19,Monday
20230117,2023-01-17,2023,1,1,17,Tuesday
20230116,2023-01-16,2023,1,1,16,Monday
20221230,2022-12-30,2022,4,12,30,Friday
20230109,2023-01-09,2023,1,1,9,Monday
20230101,2023-01-01,2023,1,1,1,Sunday
20221224,2022-12-24,2022,4,12,24,Saturday
20210723,2021-07-23,2021,3,7,23,Friday
20230114,2023-01-14,2023,1,1,14,Saturday
20220920,2022-09-20,2022,3,9,20,Tuesday
20230102,2023-01-02,2023,1,1,2,Monday
20210326,2021-03-26,2021,1,3,26,Friday
20210311,2021-03-11,2021,1,3,11,Thursday
20210322,2021-03-22,2021,1,3,22,Monday
20200906,2020-09-06,2020,3,9,6,Sunday
20210831,2021-08-31,2021,3,8,31,Tuesday
20210420,2021-04-20,2021,2,4,20,Tuesday
20210913,2021-09-13,2021,3,9,13,Monday
20210314,2021-03-14,2021,1,3,14,Sunday
20210419,2021-04-19,2021,2,4,19,Monday
20210403,2021-04-03,2021,2,4,3,Saturday
20210421,2021-04-21,2021,2,4,21,Wednesday
20241004,2024-10-04,2024,4,10,4,Friday
20210816,2021-08-16,2021,3,8,16,Monday
20210826,2021-08-26,2021,3,8,26,Thursday
20210825,2021-08-25,2021,3,8,25,Wednesday
20210818,2021-08-18,2021,3,8,18,Wednesday
20211215,2021-12-15,2021,4,12,15,Wednesday
20211103,2021-11-03,2021,4,11,3,Wednesday
20210423,2021-04-23,2021,2,4,23,Friday
20211119,2021-11-19,2021,4,11,19,Friday
20211114,2021-11-14,2021,4,11,14,Sunday
20220709,2022-07-09,2022,3,7,9,Saturday
20211126,2021-11-26,2021,4,11,26,Friday
20210914,2021-09-14,2021,3,9,14,Tuesday
20211121,2021-11-21,2021,4,11,21,Sunday
20230113,2023-01-13,2023,1,1,13,Friday
20211125,2021-11-25,2021,4,11,25,Thursday
20230105,2023-01-05,2023,1,1,5,Thursday
20210810,2021-08-10,2021,3,8,10,Tuesday
20210815,2021-08-15,2021,3,8,15,Sunday
20210822,2021-08-22,2021,3,8,22,Sunday
20210422,2021-04-22,2021,2,4,22,Thursday
20240921,2024-09-21,2024,3,9,21,Saturday
20210205,2021-02-05,2021,1,2,5,Friday
20240920,2024-09-20,2024,3,9,20,Friday
20210317,2021-03-17,2021,1,3,17,Wednesday
20210316,2021-03-16,2021,1,3,16,Tuesday
20210210,2021-02-10,2021,1,2,10,Wednesday
20210920,2021-09-20,2021,3,9,20,Monday
20210919,2021-09-19,2021,3,9,19,Sunday
20220328,2022-03-28,2022,1,3,28,Monday
20210803,2021-08-03,2021,3,8,3,Tuesday
20210918,2021-09-18,2021,3,9,18,Saturday
20210915,2021-09-15,2021,3,9,15,Wednesday
20210916,2021-09-16,2021,3,9,16,Thursday
20210808,2021-08-08,2021,3,8,8,Sunday
20210721,2021-07-21,2021,3,7,21,Wednesday
20210917,2021-09-17,2021,3,9,17,Friday
20210821,2021-08-21,2021,3,8,21,Saturday
20210717,2021-07-17,2021,3,7,17,Saturday
20210503,2021-05-03,2021,2,5,3,Monday
20210715,2021-07-15,2021,3,7,15,Thursday
20210806,2021-08-06,2021,3,8,6,Friday
20210506,2021-05-06,2021,2,5,6,Thursday
20220327,2022-03-27,2022,1,3,27,Sunday
20220306,2022-03-06,2022,1,3,6,Sunday
20211218,2021-12-18,2021,4,12,18,Saturday
20210507,2021-05-07,2021,2,5,7,Friday
20211219,2021-12-19,2021,4,12,19,Sunday
20211220,2021-12-20,2021,4,12,20,Monday
20220213,2022-02-13,2022,1,2,13,Sunday
20220206,2022-02-06,2022,1,2,6,Sunday
20211116,2021-11-16,2021,4,11,16,Tuesday
20210502,2021-05-02,2021,2,5,2,Sunday
20210504,2021-05-04,2021,2,5,4,Tuesday
20210505,2021-05-05,2021,2,5,5,Wednesday
20210427,2021-04-27,2021,2,4,27,Tuesday
20210428,2021-04-28,2021,2,4,28,Wednesday
20210430,2021-04-30,2021,2,4,30,Friday
20210425,2021-04-25,2021,2,4,25,Sunday
20200508,2020-05-08,2020,2,5,8,Friday
20210426,2021-04-26,2021,2,4,26,Monday
20210319,2021-03-19,2021,1,3,19,Friday
20210501,2021-05-01,2021,2,5,1,Saturday
20210429,2021-04-29,2021,2,4,29,Thursday
20210424,2021-04-24,2021,2,4,24,Saturday
20210129,2021-01-29,2021,1,1,29,Friday
20210820,2021-08-20,2021,3,8,20,Friday
20210508,2021-05-08,2021,2,5,8,Saturday
20211022,2021-10-22,2021,4,10,22,Friday
20210921,2021-09-21,2021,3,9,21,Tuesday
20210729,2021-07-29,2021,3,7,29,Thursday
20210819,2021-08-19,2021,3,8,19,Thursday
20210719,2021-07-19,2021,3,7,19,Monday
20210617,2021-06-17,2021,2,6,17,Thursday
20210714,2021-07-14,2021,3,7,14,Wednesday
20210812,2021-08-12,2021,3,8,12,Thursday
20210814,2021-08-14,2021,3,8,14,Saturday
20200510,2020-05-10,2020,2,5,10,Sunday
20210807,2021-08-07,2021,3,8,7,Saturday
20210804,2021-08-04,2021,3,8,4,Wednesday
20210813,2021-08-13,2021,3,8,13,Friday
20210509,2021-05-09,2021,2,5,9,Sunday
20211130,2021-11-30,2021,4,11,30,Tuesday
20210922,2021-09-22,2021,3,9,22,Wednesday
20240929,2024-09-29,2024,3,9,29,Sunday
20210510,2021-05-10,2021,2,5,10,Monday
20211226,2021-12-26,2021,4,12,26,Sunday
20220419,2022-04-19,2022,2,4,19,Tuesday
20220408,2022-04-08,2022,2,4,8,Friday
20220423,2022-04-23,2022,2,4,23,Saturday
20220411,2022-04-11,2022,2,4,11,Monday
20220404,2022-04-04,2022,2,4,4,Monday
20211221,2021-12-21,2021,4,12,21,Tuesday
20210923,2021-09-23,2021,3,9,23,Thursday
20220606,2022-06-06,2022,2,6,6,Monday
20220612,2022-06-12,2022,2,6,12,Sunday
20220630,2022-06-30,2022,2,6,30,Thursday
20220626,2022-06-26,2022,2,6,26,Sunday
20220628,2022-06-28,2022,2,6,28,Tuesday
20220615,2022-06-15,2022,2,6,15,Wednesday
20220701,2022-07-01,2022,3,7,1,Friday
20220710,2022-07-10,2022,3,7,10,Sunday
20220704,2022-07-04,2022,3,7,4,Monday
20220711,2022-07-11,2022,3,7,11,Monday
20220625,2022-06-25,2022,2,6,25,Saturday
20210511,2021-05-11,2021,2,5,11,Tuesday
20220329,2022-03-29,2022,1,3,29,Tuesday
20230425,2023-04-25,2023,2,4,25,Tuesday
20220627,2022-06-27,2022,2,6,27,Monday
20220623,2022-06-23,2022,2,6,23,Thursday
20220620,2022-06-20,2022,2,6,20,Monday
20220624,2022-06-24,2022,2,6,24,Friday
20220621,2022-06-21,2022,2,6,21,Tuesday
20220618,2022-06-18,2022,2,6,18,Saturday
20220531,2022-05-31,2022,2,5,31,Tuesday
20220107,2022-01-07,2022,1,1,7,Friday
20211117,2021-11-17,2021,4,11,17,Wednesday
20210512,2021-05-12,2021,2,5,12,Wednesday
20211128,2021-11-28,2021,4,11,28,Sunday
20211110,2021-11-10,2021,4,11,10,Wednesday
20220613,2022-06-13,2022,2,6,13,Monday
20220414,2022-04-14,2022,2,4,14,Thursday
20220224,2022-02-24,2022,1,2,24,Thursday
20210513,2021-05-13,2021,2,5,13,Thursday
20210924,2021-09-24,2021,3,9,24,Friday
20210514,2021-05-14,2021,2,5,14,Friday
20200924,2020-09-24,2020,3,9,24,Thursday
20200806,2020-08-06,2020,3,8,6,Thursday
20200516,2020-05-16,2020,2,5,16,Saturday
20210727,2021-07-27,2021,3,7,27,Tuesday
20250131,2025-01-31,2025,1,1,31,Friday
20210515,2021-05-15,2021,2,5,15,Saturday
20210123,2021-01-23,2021,1,1,23,Saturday
20250202,2025-02-02,2025,1,2,2,Sunday
20120925,2012-09-25,2012,3,9,25,Tuesday
20200331,2020-03-31,2020,1,3,31,Tuesday
20210925,2021-09-25,2021,3,9,25,Saturday
20211223,2021-12-23,2021,4,12,23,Thursday
20210208,2021-02-08,2021,1,2,8,Monday
20220614,2022-06-14,2022,2,6,14,Tuesday
20220616,2022-06-16,2022,2,6,16,Thursday
20220619,2022-06-19,2022,2,6,19,Sunday
20210516,2021-05-16,2021,2,5,16,Sunday
20220522,2022-05-22,2022,2,5,22,Sunday
20211224,2021-12-24,2021,4,12,24,Friday
20220330,2022-03-30,2022,1,3,30,Wednesday
20211122,2021-11-22,2021,4,11,22,Monday
20211021,2021-10-21,2021,4,10,21,Thursday
20211018,2021-10-18,2021,4,10,18,Monday
20220610,2022-06-10,2022,2,6,10,Friday
20220603,2022-06-03,2022,2,6,3,Friday
20220622,2022-06-22,2022,2,6,22,Wednesday
20220331,2022-03-31,2022,1,3,31,Thursday
20210313,2021-03-13,2021,1,3,13,Saturday
20210724,2021-07-24,2021,3,7,24,Saturday
20210517,2021-05-17,2021,2,5,17,Monday
20250128,2025-01-28,2025,1,1,28,Tuesday
20210518,2021-05-18,2021,2,5,18,Tuesday
20211222,2021-12-22,2021,4,12,22,Wednesday
20220210,2022-02-10,2022,1,2,10,Thursday
20210525,2021-05-25,2021,2,5,25,Tuesday
20210926,2021-09-26,2021,3,9,26,Sunday
20211120,2021-11-20,2021,4,11,20,Saturday
20210323,2021-03-23,2021,1,3,23,Tuesday
20210520,2021-05-20,2021,2,5,20,Thursday
20210927,2021-09-27,2021,3,9,27,Monday
20210521,2021-05-21,2021,2,5,21,Friday
20211017,2021-10-17,2021,4,10,17,Sunday
20211106,2021-11-06,2021,4,11,6,Saturday
20210519,2021-05-19,2021,2,5,19,Wednesday
20241008,2024-10-08,2024,4,10,8,Tuesday
20240928,2024-09-28,2024,3,9,28,Saturday
20210227,2021-02-27,2021,1,2,27,Saturday
20210928,2021-09-28,2021,3,9,28,Tuesday
20210222,2021-02-22,2021,1,2,22,Monday
20211108,2021-11-08,2021,4,11,8,Monday
20220120,2022-01-20,2022,1,1,20,Thursday
20220222,2022-02-22,2022,1,2,22,Tuesday
20220611,2022-06-11,2022,2,6,11,Saturday
20210522,2021-05-22,2021,2,5,22,Saturday
20220617,2022-06-17,2022,2,6,17,Friday
20211225,2021-12-25,2021,4,12,25,Saturday
20210523,2021-05-23,2021,2,5,23,Sunday
20220608,2022-06-08,2022,2,6,8,Wednesday
20210929,2021-09-29,2021,3,9,29,Wednesday
20211028,2021-10-28,2021,4,10,28,Thursday
20211123,2021-11-23,2021,4,11,23,Tuesday
20201204,2020-12-04,2020,4,12,4,Friday
20210524,2021-05-24,2021,2,5,24,Monday
20211102,2021-11-02,2021,4,11,2,Tuesday
20210930,2021-09-30,2021,3,9,30,Thursday
20220401,2022-04-01,2022,2,4,1,Friday
20240503,2024-05-03,2024,2,5,3,Friday
20220824,2022-08-24,2022,3,8,24,Wednesday
20200525,2020-05-25,2020,2,5,25,Monday
20221216,2022-12-16,2022,4,12,16,Friday
20221229,2022-12-29,2022,4,12,29,Thursday
20230115,2023-01-15,2023,1,1,15,Sunday
20230106,2023-01-06,2023,1,1,6,Friday
20230110,2023-01-10,2023,1,1,10,Tuesday
20230107,2023-01-07,2023,1,1,7,Saturday
20221215,2022-12-15,2022,4,12,15,Thursday
20220825,2022-08-25,2022,3,8,25,Thursday
20220912,2022-09-12,2022,3,9,12,Monday
20220914,2022-09-14,2022,3,9,14,Wednesday
20220923,2022-09-23,2022,3,9,23,Friday
20220919,2022-09-19,2022,3,9,19,Monday
20220917,2022-09-17,2022,3,9,17,Saturday
20230104,2023-01-04,2023,1,1,4,Wednesday
20211109,2021-11-09,2021,4,11,9,Tuesday
20211027,2021-10-27,2021,4,10,27,Wednesday
20250407,2025-04-07,2025,2,4,7,Monday
20211001,2021-10-01,2021,4,10,1,Friday
20200526,2020-05-26,2020,2,5,26,Tuesday
20210526,2021-05-26,2021,2,5,26,Wednesday
20220202,2022-02-02,2022,1,2,2,Wednesday
20211227,2021-12-27,2021,4,12,27,Monday
20220909,2022-09-09,2022,3,9,9,Friday
20211101,2021-11-01,2021,4,11,1,Monday
20211019,2021-10-19,2021,4,10,19,Tuesday
20210527,2021-05-27,2021,2,5,27,Thursday
20201109,2020-11-09,2020,4,11,9,Monday
20210603,2021-06-03,2021,2,6,3,Thursday
20210103,2021-01-03,2021,1,1,3,Sunday
20210528,2021-05-28,2021,2,5,28,Friday
20240903,2024-09-03,2024,3,9,3,Tuesday
20210730,2021-07-30,2021,3,7,30,Friday
20210802,2021-08-02,2021,3,8,2,Monday
20210817,2021-08-17,2021,3,8,17,Tuesday
20210726,2021-07-26,2021,3,7,26,Monday
20210303,2021-03-03,2021,1,3,3,Wednesday
20210110,2021-01-10,2021,1,1,10,Sunday
20210529,2021-05-29,2021,2,5,29,Saturday
20211008,2021-10-08,2021,4,10,8,Friday
20211002,2021-10-02,2021,4,10,2,Saturday
20211016,2021-10-16,2021,4,10,16,Saturday
20220223,2022-02-23,2022,1,2,23,Wednesday
20220313,2022-03-13,2022,1,3,13,Sunday
20211228,2021-12-28,2021,4,12,28,Tuesday
20210530,2021-05-30,2021,2,5,30,Sunday
20240927,2024-09-27,2024,3,9,27,Friday
20200401,2020-04-01,2020,2,4,1,Wednesday
20210531,2021-05-31,2021,2,5,31,Monday
20220911,2022-09-11,2022,3,9,11,Sunday
20210601,2021-06-01,2021,2,6,1,Tuesday
20211003,2021-10-03,2021,4,10,3,Sunday
20210602,2021-06-02,2021,2,6,2,Wednesday
20220302,2022-03-02,2022,1,3,2,Wednesday
20220220,2022-02-20,2022,1,2,20,Sunday
20211230,2021-12-30,2021,4,12,30,Thursday
20250411,2025-04-11,2025,2,4,11,Friday
20210604,2021-06-04,2021,2,6,4,Friday
20250412,2025-04-12,2025,2,4,12,Saturday
20211115,2021-11-15,2021,4,11,15,Monday
20220304,2022-03-04,2022,1,3,4,Friday
20211004,2021-10-04,2021,4,10,4,Monday
20220918,2022-09-18,2022,3,9,18,Sunday
20220307,2022-03-07,2022,1,3,7,Monday
20220124,2022-01-24,2022,1,1,24,Monday
20220109,2022-01-09,2022,1,1,9,Sunday
20200801,2020-08-01,2020,3,8,1,Saturday
20220417,2022-04-17,2022,2,4,17,Sunday
20220402,2022-04-02,2022,2,4,2,Saturday
20220913,2022-09-13,2022,3,9,13,Tuesday
20210206,2021-02-06,2021,1,2,6,Saturday
20200604,2020-06-04,2020,2,6,4,Thursday
20210310,2021-03-10,2021,1,3,10,Wednesday
20220702,2022-07-02,2022,3,7,2,Saturday
20220916,2022-09-16,2022,3,9,16,Friday
20210605,2021-06-05,2021,2,6,5,Saturday
20220827,2022-08-27,2022,3,8,27,Saturday
20220831,2022-08-31,2022,3,8,31,Wednesday
20220915,2022-09-15,2022,3,9,15,Thursday
20220723,2022-07-23,2022,3,7,23,Saturday
20220903,2022-09-03,2022,3,9,3,Saturday
20211005,2021-10-05,2021,4,10,5,Tuesday
20211231,2021-12-31,2021,4,12,31,Friday
20220413,2022-04-13,2022,2,4,13,Wednesday
20220410,2022-04-10,2022,2,4,10,Sunday
20220908,2022-09-08,2022,3,9,8,Thursday
20220822,2022-08-22,2022,3,8,22,Monday
20220829,2022-08-29,2022,3,8,29,Monday
20220826,2022-08-26,2022,3,8,26,Friday
20211011,2021-10-11,2021,4,10,11,Monday
20210606,2021-06-06,2021,2,6,6,Sunday
20210621,2021-06-21,2021,2,6,21,Monday
20211006,2021-10-06,2021,4,10,6,Wednesday
20200404,2020-04-04,2020,2,4,4,Saturday
20211229,2021-12-29,2021,4,12,29,Wednesday
20210607,2021-06-07,2021,2,6,7,Monday
20201003,2020-10-03,2020,4,10,3,Saturday
20210104,2021-01-04,2021,1,1,4,Monday
20210608,2021-06-08,2021,2,6,8,Tuesday
20200606,2020-06-06,2020,2,6,6,Saturday
20210609,2021-06-09,2021,2,6,9,Wednesday
20210610,2021-06-10,2021,2,6,10,Thursday
20211007,2021-10-07,2021,4,10,7,Thursday
20210611,2021-06-11,2021,2,6,11,Friday
20210213,2021-02-13,2021,1,2,13,Saturday
20200611,2020-06-11,2020,2,6,11,Thursday
20210711,2021-07-11,2021,3,7,11,Sunday
20200608,2020-06-08,2020,2,6,8,Monday
20241006,2024-10-06,2024,4,10,6,Sunday
20200612,2020-06-12,2020,2,6,12,Friday
20210612,2021-06-12,2021,2,6,12,Saturday
20211009,2021-10-09,2021,4,10,9,Saturday
20220101,2022-01-01,2022,1,1,1,Saturday
20220405,2022-04-05,2022,2,4,5,Tuesday
20220418,2022-04-18,2022,2,4,18,Monday
20220403,2022-04-03,2022,2,4,3,Sunday
20210613,2021-06-13,2021,2,6,13,Sunday
20211010,2021-10-10,2021,4,10,10,Sunday
20200521,2020-05-21,2020,2,5,21,Thursday
20210102,2021-01-02,2021,1,1,2,Saturday
20210614,2021-06-14,2021,2,6,14,Monday
20210101,2021-01-01,2021,1,1,1,Friday
20241007,2024-10-07,2024,4,10,7,Monday
20220604,2022-06-04,2022,2,6,4,Saturday
20220102,2022-01-02,2022,1,1,2,Sunday
20220609,2022-06-09,2022,2,6,9,Thursday
20210615,2021-06-15,2021,2,6,15,Tuesday
20201212,2020-12-12,2020,4,12,12,Saturday
20210616,2021-06-16,2021,2,6,16,Wednesday
20220211,2022-02-11,2022,1,2,11,Friday
20220208,2022-02-08,2022,1,2,8,Tuesday
20241009,2024-10-09,2024,4,10,9,Wednesday
20220705,2022-07-05,2022,3,7,5,Tuesday
20220103,2022-01-03,2022,1,1,3,Monday
20220204,2022-02-04,2022,1,2,4,Friday
20210618,2021-06-18,2021,2,6,18,Friday
20210105,2021-01-05,2021,1,1,5,Tuesday
20211012,2021-10-12,2021,4,10,12,Tuesday
20211015,2021-10-15,2021,4,10,15,Friday
20220104,2022-01-04,2022,1,1,4,Tuesday
20200619,2020-06-19,2020,2,6,19,Friday
20220708,2022-07-08,2022,3,7,8,Friday
20200615,2020-06-15,2020,2,6,15,Monday
20220703,2022-07-03,2022,3,7,3,Sunday
20210106,2021-01-06,2021,1,1,6,Wednesday
20211013,2021-10-13,2021,4,10,13,Wednesday
20211014,2021-10-14,2021,4,10,14,Thursday
20220105,2022-01-05,2022,1,1,5,Wednesday
20220910,2022-09-10,2022,3,9,10,Saturday
20210620,2021-06-20,2021,2,6,20,Sunday
20220906,2022-09-06,2022,3,9,6,Tuesday
20220901,2022-09-01,2022,3,9,1,Thursday
20220812,2022-08-12,2022,3,8,12,Friday
20220106,2022-01-06,2022,1,1,6,Thursday
20220727,2022-07-27,2022,3,7,27,Wednesday
20220902,2022-09-02,2022,3,9,2,Friday
20200621,2020-06-21,2020,2,6,21,Sunday
20200813,2020-08-13,2020,3,8,13,Thursday
20220818,2022-08-18,2022,3,8,18,Thursday
20220907,2022-09-07,2022,3,9,7,Wednesday
20250403,2025-04-03,2025,2,4,3,Thursday
20210623,2021-06-23,2021,2,6,23,Wednesday
20211026,2021-10-26,2021,4,10,26,Tuesday
20211111,2021-11-11,2021,4,11,11,Thursday
20160602,2016-06-02,2016,2,6,2,Thursday
20210108,2021-01-08,2021,1,1,8,Friday
20210107,2021-01-07,2021,1,1,7,Thursday
20200623,2020-06-23,2020,2,6,23,Tuesday
20210624,2021-06-24,2021,2,6,24,Thursday
20211107,2021-11-07,2021,4,11,7,Sunday
20220108,2022-01-08,2022,1,1,8,Saturday
20200110,2020-01-10,2020,1,1,10,Friday
20210219,2021-02-19,2021,1,2,19,Friday
20220212,2022-02-12,2022,1,2,12,Saturday
20201201,2020-12-01,2020,4,12,1,Tuesday
20210225,2021-02-25,2021,1,2,25,Thursday
20210116,2021-01-16,2021,1,1,16,Saturday
20220119,2022-01-19,2022,1,1,19,Wednesday
20220303,2022-03-03,2022,1,3,3,Thursday
20160606,2016-06-06,2016,2,6,6,Monday
20160926,2016-09-26,2016,3,9,26,Monday
20220406,2022-04-06,2022,2,4,6,Wednesday
20240917,2024-09-17,2024,3,9,17,Tuesday
20220706,2022-07-06,2022,3,7,6,Wednesday
20210111,2021-01-11,2021,1,1,11,Monday
20220111,2022-01-11,2022,1,1,11,Tuesday
20241109,2024-11-09,2024,4,11,9,Saturday
20220110,2022-01-10,2022,1,1,10,Monday
20220209,2022-02-09,2022,1,2,9,Wednesday
20200629,2020-06-29,2020,2,6,29,Monday
20220904,2022-09-04,2022,3,9,4,Sunday
20220830,2022-08-30,2022,3,8,30,Tuesday
20220828,2022-08-28,2022,3,8,28,Sunday
20220814,2022-08-14,2022,3,8,14,Sunday
20220823,2022-08-23,2022,3,8,23,Tuesday
20220502,2022-05-02,2022,2,5,2,Monday
20210112,2021-01-12,2021,1,1,12,Tuesday
20210109,2021-01-09,2021,1,1,9,Saturday
20220128,2022-01-28,2022,1,1,28,Friday
20220512,2022-05-12,2022,2,5,12,Thursday
20220607,2022-06-07,2022,2,6,7,Tuesday
20220602,2022-06-02,2022,2,6,2,Thursday
20210114,2021-01-14,2021,1,1,14,Thursday
